ID,PredictedProb
0,0.444969313195
1,0.769017325399
2,0.978534470096
3,6.79616330444e-07
4,0.941894447211
5,0.0287308738734
6,0.99496181673
7,0.451358524598
8,0.999200398374
9,0.869315013845
10,0.555769741542
11,0.999999999199
12,7.48480229827e-22
13,0.593712042803
14,0.892996138923
15,0.981351011723
16,2.06714052357e-08
17,0.999678677837
18,0.853336920398
19,1.57436860775e-16
20,0.999999957038
21,0.927539079937
22,0.922424067493
23,0.666018455535
24,0.807229547873
25,0.364124659425
26,0.987376567643
27,0.832097606474
28,0.380869080994
29,0.762176800603
30,0.99999700226
31,0.00110880666805
32,0.494448899371
33,0.553284431105
34,0.96844541388
35,0.752796854051
36,0.45259877253
37,0.667659282015
38,0.855785145522
39,4.88128596737e-13
40,0.0403980338191
41,0.631644872579
42,2.65586941536e-07
43,0.39690478642
44,0.845645804351
45,0.00734139177801
46,0.896320174085
47,0.852528023126
48,0.868647088123
49,0.0344002591113
50,0.542839768319
51,0.999995430527
52,0.504932964121
53,0.904058828855
54,0.750801825939
55,0.897243041093
56,0.921654104984
57,0.999958306978
58,0.720651631235
59,0.995531354461
60,0.900231443512
61,2.34371155451e-08
62,0.702343346035
63,0.999996649562
64,0.479958308294
65,0.986778952867
66,0.999998993976
67,0.764116535812
68,0.674735792627
69,0.68086674259
70,0.796281533775
71,0.000142590464088
72,0.952358696945
73,0.588499403985
74,0.922611981305
75,0.510837014635
76,0.69044112733
77,0.722754833946
78,0.999190085114
79,0.920743708758
80,0.673650272651
81,0.99978853654
82,0.815424998423
83,0.883277513437
84,0.00186996996292
85,0.939599899011
86,0.910232951367
87,0.858018507498
88,0.754344170649
89,0.940052187704
90,0.999742933269
91,0.449754480395
92,0.734623161542
93,0.0406268924649
94,0.00309246572676
95,0.999988702386
96,0.77697370802
97,0.986979255237
98,0.782232628075
99,0.830277864753
100,0.944598061411
101,0.616518778407
102,0.611748976534
103,0.748976396911
104,0.856641383826
105,0.94031405483
106,0.844775832878
107,0.843482846524
108,0.761611455047
109,0.933582878778
110,0.677958287882
111,0.681941983245
112,0.996064524482
113,0.760133875288
114,0.944072587814
115,0.874712652317
116,0.952245938143
117,0.409678842952
118,0.908626082961
119,0.798585123644
120,0.99564517091
121,0.999997828155
122,0.787034571256
123,0.347352876869
124,0.999888283506
125,0.829163986088
126,0.744484936293
127,0.000284076055577
128,0.970820352646
129,0.844607375528
130,0.787500593376
131,0.99994903787
132,0.000141495876093
133,2.40412623506e-12
134,0.720443318976
135,0.999538843385
136,0.999490850174
137,0.89706074438
138,0.965079368732
139,0.999243569634
140,0.73689211795
141,0.397159254361
142,0.988536362674
143,0.000147662986472
144,0.448238264392
145,0.642983720358
146,0.822194480649
147,0.999460067848
148,0.366970226757
149,0.382418929718
150,0.912093842657
151,0.794538134202
152,0.999910818971
153,0.889728612714
154,0.754288873405
155,0.424162075335
156,0.706121449368
157,0.956373264621
158,0.157810101092
159,0.872714413327
160,0.0915015447923
161,0.999999981791
162,0.554565655893
163,0.639480480323
164,0.743415336587
165,1.56005788213e-07
166,0.924051398146
167,0.745479923638
168,0.581069970368
169,0.989378742836
170,0.598895769945
171,0.999959331779
172,0.887322883764
173,0.951875346405
174,0.978626903024
175,0.984478982939
176,0.91901953389
177,0.852919887825
178,0.881662247748
179,0.706579421528
180,0.998073758065
181,0.997994657278
182,0.718837240568
183,0.788564617214
184,0.964434669229
185,0.995135246815
186,0.636584194863
187,0.997252436126
188,0.999965721523
189,0.767019083513
190,0.999999995384
191,0.896163266994
192,0.867593126864
193,0.973844637388
194,0.99999962163
195,0.72495061573
196,0.569104047559
197,0.926819020552
198,0.742075314556
199,1.10835475279e-12
200,0.141172917464
201,0.119125851397
202,0.797830803924
203,3.87531514853e-06
204,0.990996611412
205,0.355565880934
206,0.676974450262
207,0.999999969793
208,0.229415711032
209,0.820166184951
210,0.30994407264
211,0.98807587584
212,0.519570032326
213,0.737153487578
214,0.852851285952
215,0.838413517431
216,0.149094491004
217,0.0186328423761
218,0.854810809828
219,0.925803422149
220,0.472345790951
221,0.991056195468
222,0.675428508346
223,0.933088637386
224,0.573978956
225,0.0361076704043
226,1.65826028898e-05
227,0.978999468393
228,0.512616417532
229,0.00126643467919
230,0.840449886653
231,0.284016133633
232,0.583586888185
233,0.998914080842
234,0.882055022131
235,0.98374541722
236,0.692614444295
237,0.521235955545
238,0.905083899466
239,0.321826925489
240,0.30113544585
241,0.973424584909
242,0.999560256881
243,0.904617824214
244,0.93458411636
245,0.808263493319
246,0.58705489391
247,0.914043428562
248,0.78030979525
249,0.286207827648
250,0.836968794987
251,0.98944433092
252,0.199723496624
253,0.791257320065
254,0.710570000963
255,0.148467542922
256,0.80325265066
257,0.864927373089
258,1.40884699609e-09
259,0.64938151433
260,0.0420814105861
261,0.998844644976
262,0.786568226368
263,0.486416466033
264,0.811678014629
265,0.216710967878
266,0.810076023458
267,0.834303331867
268,0.999963085008
269,0.814660141773
270,0.77577032634
271,0.580260027222
272,0.784580743985
273,0.782272836424
274,0.999489418762
275,0.314204448459
276,0.966116205467
277,0.999703101978
278,0.641996648202
279,0.999999476266
280,0.497640220096
281,0.999303230597
282,0.822907688194
283,0.905184068435
284,0.806857773122
285,6.40805270877e-13
286,0.000238572886646
287,0.983554554951
288,0.999972864807
289,0.962889158299
290,0.973870791202
291,0.645421491601
292,0.999999999272
293,0.905863772807
294,0.528639461999
295,0.999293126903
296,0.999926099691
297,0.679821722404
298,0.965234420813
299,9.95428599958e-05
300,0.761960311126
301,0.858580176481
302,0.97179784136
303,0.795609899168
304,0.999916530667
305,0.698595963449
306,0.802741328867
307,0.99723269882
308,0.945508536131
309,0.958332131283
310,0.98884898109
311,0.783442712109
312,0.816266842994
313,0.932727581714
314,0.999997522917
315,0.904389527213
316,0.999551793668
317,0.781627783417
318,0.836101889661
319,0.93537226125
320,0.000715189005525
321,0.426230552609
322,0.999452656154
323,0.740526559121
324,0.539320166314
325,0.758674330087
326,0.968818544627
327,0.595674448909
328,0.779450228386
329,0.709062520402
330,0.804795045558
331,0.998228507073
332,0.681837148285
333,0.999351056421
334,0.657921374152
335,0.954241421697
336,0.999775374266
337,0.223436724556
338,0.998807473492
339,0.974026851615
340,0.998948111986
341,0.901026270361
342,0.434637364234
343,0.0798761459851
344,1.88217804765e-08
345,2.24797387926e-05
346,0.226571794294
347,0.0114078218445
348,0.0170093626644
349,0.999999936935
350,0.99994634348
351,0.999999971749
352,0.999660029063
353,9.60242232051e-11
354,0.358789411583
355,0.705215864117
356,0.419570276198
357,0.0695314508581
358,0.591822852342
359,0.997764381984
360,0.00649924618804
361,0.954972053439
362,0.747766857908
363,3.64675748004e-18
364,0.558350341192
365,0.999999265101
366,0.929638135004
367,0.757120533822
368,0.907401517453
369,0.977868141052
370,0.999999733045
371,0.968584366207
372,0.999992877839
373,0.826762751177
374,0.648823262676
375,0.935350129648
376,0.771384237281
377,0.20477786398
378,0.00270292371095
379,1.86662345739e-05
380,0.560083822111
381,0.64277006786
382,0.996510847002
383,0.999941752978
384,0.0337029655944
385,0.98360579265
386,0.034967045783
387,0.933556325257
388,0.283941822403
389,0.972941721989
390,0.782717957259
391,0.0984251336127
392,0.671229299077
393,0.483007951343
394,0.960067259111
395,0.00339750660574
396,0.628012176942
397,7.31032323469e-19
398,0.774219418773
399,0.974176639167
400,0.599902023711
401,0.551914326295
402,0.403686667484
403,0.999923410834
404,8.30998972098e-05
405,0.137139704004
406,0.883331756623
407,0.00540300205823
408,0.999999916336
409,0.861330129357
410,0.999999956312
411,0.999976404632
412,0.846886600534
413,0.495088064528
414,0.0388014084685
415,0.772040476293
416,0.999999998673
417,0.344113843101
418,0.439695541755
419,0.0833663572705
420,0.64646886533
421,0.99592752235
422,0.761566075433
423,0.987386080247
424,0.871843416243
425,0.730362519342
426,0.870052042985
427,0.974033232428
428,0.670936340185
429,0.853111430296
430,0.772269150041
431,0.000109003023189
432,0.999936070571
433,0.0455446460168
434,0.9011339643
435,0.999882578502
436,0.232316488538
437,0.710599922317
438,0.973777051101
439,0.975007836882
440,0.999999850339
441,0.750128898736
442,0.000127038600158
443,0.999999911444
444,0.000204626195706
445,0.630289002228
446,0.995493563907
447,0.997915643089
448,0.972125969045
449,0.787148999809
450,0.824185754019
451,0.717867915516
452,0.718554623521
453,0.999933039351
454,0.0430340732517
455,0.931851377658
456,0.0208005033192
457,0.998656124959
458,0.84245618341
459,0.889553522505
460,0.976356918397
461,0.263999890146
462,0.83979408643
463,2.62495410312e-07
464,0.779864432565
465,0.792705531604
466,0.112118487239
467,8.99873883677e-13
468,0.0029259741761
469,0.0799626184328
470,0.653605626476
471,2.95712551929e-15
472,0.942904584838
473,0.999999998602
474,0.290304064271
475,0.799724727736
476,0.973434248993
477,0.999993217753
478,0.978116877942
479,0.806671683376
480,0.357451570543
481,0.492569328991
482,0.999773865978
483,2.69530504012e-05
484,0.999901100197
485,0.965053087568
486,1.0
487,0.999999583195
488,0.999690997123
489,0.968895911696
490,0.818634736228
491,0.999992629766
492,0.374306825542
493,0.17956335932
494,0.83257185479
495,0.999998480891
496,0.999999739783
497,0.025953860195
498,0.670120134767
499,0.943716638678
500,0.882206147079
501,0.999891444525
502,0.97680352133
503,0.999879214814
504,0.999696775232
505,0.752324387015
506,0.603288620427
507,0.0752196824491
508,0.793051240669
509,0.957126032277
510,0.999949235546
511,0.852236989397
512,0.991509431801
513,0.964328430779
514,0.993943108772
515,0.713889507038
516,0.997853669583
517,0.741668949746
518,0.552942897417
519,0.915339036003
520,0.484548680566
521,0.953747663264
522,0.00170314922462
523,0.875030979925
524,0.999993952741
525,0.692497759664
526,0.920048176139
527,0.584396507887
528,0.79540238696
529,0.50790839136
530,0.743148736624
531,0.815395155459
532,0.979382588676
533,0.798726167432
534,0.389177335766
535,0.836958928169
536,0.0768583280647
537,0.4116754252
538,0.0894612186615
539,3.69843812515e-05
540,0.786780917699
541,0.999999994125
542,0.999950800173
543,0.954770892259
544,0.735787365175
545,0.96856132942
546,0.349163218604
547,0.996848803043
548,0.468901529511
549,0.910408435292
550,0.702991405916
551,3.27556771209e-10
552,0.7960724918
553,0.983222432871
554,0.56856238689
555,0.999999792036
556,0.787580922639
557,0.993859176114
558,1.37704639817e-05
559,0.975407134057
560,0.748405177097
561,0.726705324775
562,0.436801158597
563,0.863539307252
564,0.788002068008
565,0.200183205946
566,0.801430719648
567,0.983505700585
568,0.92115534347
569,0.807083533889
570,0.421044126539
571,0.936207732138
572,0.563534666572
573,0.874798272459
574,0.803510829741
575,0.00173158019037
576,0.779441506667
577,0.968722141394
578,0.665290951656
579,0.482153056015
580,0.729696799617
581,4.84134669441e-06
582,0.778507576919
583,0.318815177182
584,0.671239396813
585,0.31276429438
586,0.986407177902
587,0.0407279157418
588,0.794442255129
589,0.99995265934
590,0.935692698748
591,0.926249025614
592,0.999477748468
593,0.902362116044
594,0.999999571673
595,0.68896859054
596,1.80714968884e-08
597,0.121095943279
598,0.82797700636
599,0.999998736772
600,0.998835717174
601,0.668359520031
602,0.723487661121
